0.01102,0.93682,13.431
0.010299,1.0747,15.572
3.4704e-09,1.0124,12.216
1.6834e-09,0.99493,11.435
0.0084439,0.92042,12.672
8.1517e-09,1.1505,14.551
0.021816,0.8851,13.905
9.2974e-09,0.97806,12.596
8.1818e-08,1.1111,14.35
0.0086153,1.1107,15.395
0.00013809,0.94369,12.008
1.4709e-07,1.0936,13.808
0.019709,1.2342,18.428
1.9183e-09,1.0971,12.504
0.019104,1.0388,15.731
0.025483,1.1662,18.665
0.0093808,0.91513,12.867
1.3804e-07,1.1508,14.278
4.9323e-09,0.94557,11.67
0.0014785,1.0885,14.189
6.2724e-09,0.90006,11.014
0.021232,1.1861,18.015
3.246e-09,0.94482,12.01
4.1647e-09,1.0817,13.683
3.4393e-07,1.0233,13.351
3.2843e-07,0.98766,11.957
9.4759e-09,0.88185,11.185
0.011787,1.1413,16.322
7.9042e-09,0.72535,9.0378
0.0021245,0.95532,12.403
4.5248e-09,0.82583,9.8119
5.4845e-11,0.89711,10.886
0.012964,1.1054,15.996
5.1085e-10,0.80445,9.1983
0.031205,0.96053,16.487
0.017969,1.0131,15.626
0.017728,1.0004,15.108
9.1753e-10,0.92768,11.151
6.0031e-09,1.0072,12.455
3.0056e-09,0.93287,11.832
1.1783e-08,0.87499,11.106
0.0014366,0.98155,12.685
6.6541e-10,0.89332,10.444
2.3432e-09,0.99384,11.598
0.0027579,0.87965,11.865
7.5385e-09,0.9633,11.821
2.2188e-09,0.95307,11.381
1.9838e-09,0.98051,11.021
0.011293,1.0039,14.122
0.031582,1.2443,20.505
0.0071432,0.94196,12.626
2.0982e-11,0.87038,9.9931
9.0455e-10,0.94004,11.113
7.4536e-10,0.85851,10.43
0.006064,1.2344,16.918
0.0015674,0.79294,10.044
0.014968,0.89985,13.206
3.3741e-09,0.91054,11.405
7.2884e-10,1.0825,12.917
2.1957e-10,0.91962,11.643
0.0041099,0.94824,12.5
0.0012368,0.9894,12.833
0.0056523,0.86549,11.809
1.2199e-09,0.90082,10.806
2.4319e-09,0.8851,9.9591
0.0066774,0.86348,11.699
0.0098069,0.94414,13.254
0.029127,0.95197,16.547
7.1438e-10,0.884,10.548
0.0023638,0.8485,10.95
0.0031106,1.2962,17.154
3.9507e-09,0.95253,11.729
4.3937e-09,0.87814,10.667
0.021202,1.0905,16.406
2.9843e-08,1.0375,13.315
1.6206e-09,1.0655,13.416
0.021612,1.1534,18.057
3.7026e-09,0.97091,11.527
1.8535e-10,0.90101,11.485
0.0084034,1.0313,14.288
5.2299e-10,1.0329,12.047
0.010524,0.87763,12.234
2.3141e-09,0.91602,10.505
0.033481,0.94057,15.908
0.006184,0.88649,11.98
0.02152,1.3427,20.641
5.5193e-09,1.0158,13.006
7.2176e-09,0.99982,12.408
6.9082e-10,1.0337,12.195
0.0025002,1.0931,14.08
8.2977e-10,0.97001,11.642
0.00017701,1.1527,15.087
3.1452e-09,0.96423,11.587
0.0042163,0.9884,13.427
0.0031169,1.0102,13.26
2.5889e-09,0.96393,11.354
0.002006,1.1463,15.001
0.030496,1.0824,18.105
3.7541e-09,1.0724,13.232
2.3397e-09,1.2733,15.584
0.011997,0.87167,12.361
0.020051,1.0794,16.781
0.020977,1.0332,15.99
0.030025,1.3976,23.462
0.012178,0.90772,13.198
3.1051e-09,0.97033,12.069
