1.0536,12.16
1.0455,14.057
1.3301,16.602
0.89804,11.403
1.0407,13.156
1.0114,13.639
0.90932,12.116
1.0767,14.438
1.1005,15.625
1.3208,17.567
1.2506,17.491
1.0018,12.253
0.88752,10.712
0.82491,9.4736
0.92142,10.158
0.99307,12.998
1.0165,13.112
1.095,14.83
1.1146,13.185
0.92462,10.5
1.0724,14.248
1.1007,13.357
1.0907,15.358
0.89643,9.8325
0.94728,12.03
1.042,12.387
0.93584,11.637
1.1146,15.76
1.0335,12.787
1.1647,15.204
1.0122,12.171
0.8855,11.584
0.90665,11.26
1.065,14.164
1.0521,13.118
1.138,14.506
0.91776,12.099
0.91278,10.882
0.98338,11.62
1.0703,13.332
1.0465,14.023
0.99547,11.383
1.1372,14.011
0.9051,10.718
0.84273,10.856
0.93962,12.141
0.88968,10.469
1.1037,13.702
1.2034,16.233
1.0204,13.211
0.92329,11.879
0.97612,14.019
0.8731,10.705
0.91706,12.049
1.0322,14.153
0.98534,12.275
0.88236,10.646
1.0671,13.81
1.0126,12.583
1.0083,11.574
0.98469,12.918
0.91088,12.702
0.98665,11.898
1.0476,13.955
0.88021,11.432
1.0507,12.922
0.97868,12.784
1.1107,14.311
1.0208,13.532
1.143,14.364
1.1983,14.984
1.0143,14.274
1.1642,14.856
0.96935,12.94
1.0191,13.493
0.84289,10.105
0.91836,12.146
0.94131,11.793
1.1785,15.512
0.976,12.626
0.83722,10.797
1.0246,13.379
1.0246,13.379
0.98746,12.622
0.99695,12.275
1.0802,13.333
1.1204,15.033
0.87922,10.813
0.78225,9.7749
0.88501,11.57
0.94387,11.42
1.0898,12.711
0.99126,13.387
1.0359,12.721
1.0626,14.055
0.92689,11.539
0.96551,12.457
0.9733,12.124
1.0154,12.461
1.1987,13.229
1.1425,15.871
1.0749,13.125
1.1468,15.735
0.95244,12.077
0.89102,12.176
0.96236,12.094
1.0382,13.157
1.0178,12.715
1.0618,12.766
0.93693,12.614
0.85065,11.607
1.0246,12.878
1.004,13.878
1.0554,14.311
0.92657,11.458
1.1964,14.335
1.0348,13.22
1.1786,14.983
0.94023,11.352
0.89386,12.76
0.95919,11.574
1.0702,13.191
1.1122,14.822
0.99007,12.897
1.1005,14.868
1.1982,15.802
0.98729,12.236
0.99818,12.685
1.0508,15.018
1.1259,14.644
0.93605,12.069
1.1749,15.127
1.2693,18.808
0.94627,13.889
0.98653,12.087
0.90647,11.486
1.0415,14.29
0.89542,10.914
0.85251,10.486
1.0624,13.638
0.95298,11.956
1.0744,13.294
1.0454,13.82
0.93918,12.622
1.0021,13.001
0.98384,11.152
1.1248,14.013
0.95543,12.586
1.042,12.868
1.0416,14.625
0.9126,12.72
0.88345,12.314
0.98606,12.604
0.94134,10.991
0.95531,12.543
0.92126,13.331
0.99875,12.023
0.94721,11.955
0.87894,11.697
0.97037,11.974
0.91432,11.554
1.0606,14.317
0.9725,11.878
1.0282,13.029
1.1636,14.303
0.83467,10.004
0.82989,9.9175
1.056,13.97
1.2547,14.938
0.78911,10.212
1.0078,12.516
1.0103,12.956
0.88491,10.356
0.89211,10.887
0.90142,11.532
1.0158,12.297
1.0098,14.229
0.95052,12.447
1.013,12.462
0.88943,11.586
0.94242,11.814
1.0112,12.961
1.0523,14.86
1.0939,14.303
0.83333,9.6412
0.97567,11.363
0.82882,10.503
0.92785,11.516
0.88775,11.688
1.0388,12.934
0.8678,12.259
1.129,14.139
1.2384,15.301
1.0266,13.539
0.86425,10.693
0.86737,10.471
0.97373,12.567
1.0605,13.883
0.9706,11.821
0.99757,14.613
1.2036,16.472
0.91159,11.479
1.0069,13.895
0.83975,10.411
0.94822,11.967
0.95923,12.117
0.82824,10.926
1.0819,14.421
0.95386,11.559
1.0975,14.883
0.92267,12.033
0.82182,10.939
0.83134,11.398
0.94666,12.198
0.88474,10.482
0.80188,9.5878
0.99404,13.671
1.1456,16.331
0.92184,12.647
0.928,11.507
0.9598,10.895
0.93115,12.247
0.8102,9.9792
0.85048,11.611
1.0145,12.691
0.83178,10.618
0.95756,11.952
0.82,9.7493
0.94538,11.804
0.85078,10.623
0.88339,11.302
0.90679,11.648
1.1729,16.264
1.0785,13.484
0.87506,10.695
1.1013,13.708
0.97022,10.547
1.174,13.457
1.0547,14.211
0.95778,11.901
0.98961,12.602
0.96228,11.655
0.9419,11.861
1.1113,15.246
1.0537,13.516
0.92574,11.445
1.0659,13.812
1.2946,15.48
1.0827,15.768
0.97643,11.951
1.1103,14.152
1.0153,12.253
1.203,16.341
0.98917,11.534
0.87934,10.638
0.99684,12.827
0.99871,12.184
0.91522,10.845
0.98395,10.965
0.91905,12.803
1.1769,15.084
1.0042,13.251
1.0413,12.989
1.0516,14.679
1.0611,13.74
0.88919,10.862
0.88494,11.752
1.1212,14.951
0.91039,11.182
0.85421,10.807
1.0189,12.652
0.97848,12.46
1.0812,15.443
1.0162,12.816
1.0566,13.611
0.86723,9.9865
1.0205,13.462
0.92471,11.418
0.98787,13.526
0.9888,13.06
1.0358,13.779
0.94723,12.104
1.0387,14.477
0.96596,12.386
0.95596,11.693
0.98988,12.438
1.0757,13.753
1.0618,15.171
0.92223,11.157
0.98805,13.312
1.1087,14.492
0.93999,11.697
1.0958,13.686
0.85906,12.076
0.9547,12.29
1.0448,13.781
1.1961,15.645
0.96562,11.435
1.0127,12.818
0.97661,13.02
